"Ccl Lvo","Grado","Org Acad","Descr Fmal","Catálogo","ID Curso","Asignatura","Nº Clase","Sección","Sesión","Componente","Estado Clase","Est Inscr","Lun","Mart","Miérc","Jue","Vier","Sáb","Dom","Hora Inicio Clase","Hora Fin Clase","F Inicial","F Final","ID Instalación","Capacidad Aula Asignada","Capacidad Aula Solicitada","Capacidad Inscripción","Descr","Tot Inscr"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004086","Tecnología Aplicad Información","10051","8","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","20","20","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004077","Trabajo de Grado II Ing.Sist.","5614","1","Ordinaria","Proyecto","Sección Cancelada","Cerrado","","","","","","","","","","","","","","2","2","No Reconocimiento","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4293","1","Ordinaria","Proyecto","Activo","Abierto","Y","N","N","N","N","N","N"," 2:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","4","4","","2"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4294","2","Ordinaria","Proyecto","Activo","Abierto","N","Y","N","N","N","N","N"," 2:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","4","4","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4295","3","Ordinaria","Proyecto","Activo","Abierto","N","N","N","N","Y","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","4","4","","2"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4412","4","Ordinaria","Proyecto","Activo","Abierto","N","N","N","N","Y","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","4","4","","2"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4413","5","Ordinaria","Proyecto","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","6","6","","2"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4414","6","Ordinaria","Proyecto","Activo","Cerrado","N","N","N","N","N","Y","N"," 2:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","2","3","","3"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4415","7","Ordinaria","Proyecto","Activo","Abierto","Y","N","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","2","2","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4416","8","Ordinaria","Proyecto","Activo","Abierto","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","4","4","","2"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4417","9","Ordinaria","Proyecto","Activo","Abierto","N","N","Y","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","2","2","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4418","10","Ordinaria","Proyecto","Activo","Abierto","Y","N","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","4","4","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4419","11","Ordinaria","Proyecto","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","2","2","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4420","12","Ordinaria","Proyecto","Activo","Abierto","N","N","N","N","Y","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","4","4","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4421","13","Ordinaria","Proyecto","Activo","Abierto","N","N","N","Y","N","N","N"," 3:00:00.000000PM"," 5:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","2","2","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","4422","14","Ordinaria","Proyecto","Activo","Abierto","N","N","N","N","Y","N","N"," 2:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","3","3","","2"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","5104","15","Ordinaria","Proyecto","Activo","Abierto","N","N","N","N","N","Y","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","2","2","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","5105","16","Ordinaria","Proyecto","Activo","Abierto","N","N","N","N","N","Y","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","2","2","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","5106","17","Ordinaria","Proyecto","Activo","Abierto","N","N","N","N","N","Y","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","2","2","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","5107","18","Ordinaria","Proyecto","Activo","Abierto","N","N","N","N","N","Y","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","2","2","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","5108","19","Ordinaria","Proyecto","Activo","Abierto","N","N","N","N","N","Y","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","2","2","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","5109","20","Ordinaria","Proyecto","Activo","Abierto","N","N","N","N","N","Y","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","2","2","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","5110","21","Ordinaria","Proyecto","Activo","Abierto","Y","N","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","2","2","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","10063","22","Ordinaria","Proyecto","Activo","Abierto","N","N","N","N","N","Y","N"," 8:00:00.000000AM","10:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","6","6","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022469","Trabajo de Grado ISistemas","10097","23","Ordinaria","Proyecto","Activo","Abierto","N","N","N","N","N","Y","N"," 2:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","6","6","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004087","Tópicos Avanzados en Redes","8318","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SC009-P109","29","12","12","","10"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004087","Tópicos Avanzados en Redes","8318","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SC009-P107","31","12","12","","10"
