"Ccl Lvo","Grado","Org Acad","Descr Fmal","Catálogo","ID Curso","Asignatura","Nº Clase","Sección","Sesión","Componente","Estado Clase","Est Inscr","Lun","Mart","Miérc","Jue","Vier","Sáb","Dom","Hora Inicio Clase","Hora Fin Clase","F Inicial","F Final","ID Instalación","Capacidad Aula Asignada","Capacidad Aula Solicitada","Capacidad Inscripción","Descr","Tot Inscr"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8689","6","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","Y","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","SC003-P311","65","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8690","7","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","Y","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8690","7","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","Y","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","SC052-P427","30","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8691","8","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SA094-P302","30","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8691","8","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8692","9","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","N","Y","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SA094-P301","30","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8692","9","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8693","10","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SC052-P410","25","20","20","","17"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8693","10","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","PC002-S106","20","20","20","","17"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8694","11","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","N","Y","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8694","11","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SC052-P416","25","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8695","12","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","Y","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8695","12","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","Y","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SA027-P601","25","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8696","13","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SA094-P303","30","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8696","13","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8697","14","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SA094-P304","30","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8697","14","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8698","15","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SA094-P303","30","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8698","15","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8699","16","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SA094-P302","30","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8699","16","Ordinaria","Teórico - Práctico","Activo","Cerrado","Y","N","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8700","17","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","20","0","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8701","18","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SA094-P301","30","30","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8701","18","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8702","19","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","SC052-P429","30","30","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8702","19","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8703","20","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","SA050-P301","32","30","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8703","20","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8704","21","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","20","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8704","21","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SC067-P107","24","20","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8705","22","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","Y","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","SC051-P507","33","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8705","22","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","Y","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8706","23","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","Y","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","SC067-P502","45","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8706","23","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","Y","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8707","24","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8707","24","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","SC052-P429","30","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8708","25","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","20","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8708","25","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","SC052-P426","25","20","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8709","26","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SA094-P304","30","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","8709","26","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","9955","27","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SC067-P521","28","20","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","9955","27","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","PC002-S108","20","20","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","9956","28","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","20","0","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004206","Pensamiento Algorítmico","9957","29","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","20","0","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004075","Pensamiento Sistémico","5149","1","Ordinaria","Teórico","Activo","Cerrado","N","N","N","N","Y","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SA094-P303","30","30","17","","17"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004075","Pensamiento Sistémico","5149","1","Ordinaria","Teórico","Activo","Cerrado","N","N","Y","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SA094-P302","30","30","17","","17"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004075","Pensamiento Sistémico","5150","2","Ordinaria","Teórico","Activo","Cerrado","N","N","N","Y","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SA094-P304","30","30","17","","17"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004075","Pensamiento Sistémico","5150","2","Ordinaria","Teórico","Activo","Cerrado","N","Y","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SA094-P305","30","30","17","","17"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","022571","Presentaciones Multimedia","5198","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","PC002-S105","20","20","20","","15"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004216","Procesamiento Imag. Satélite","5202","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","SC052-P416","25","20","20","","14"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004216","Procesamiento Imag. Satélite","5202","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","SC052-P309","25","20","20","","14"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004208","Prog. Orientada Objetos","8715","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SA094-P301","30","30","20","","13"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004208","Prog. Orientada Objetos","8715","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","13"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004208","Prog. Orientada Objetos","8716","2","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","30","0","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004208","Prog. Orientada Objetos","8717","3","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","Y","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","30","21","","21"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004208","Prog. Orientada Objetos","8717","3","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","Y","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","30","21","","21"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004210","Programación de Computadores","8718","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004210","Programación de Computadores","8718","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SA094-P305","30","30","20","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004210","Programación de Computadores","8719","2","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","30","0","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004210","Programación de Computadores","8720","3","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SA094-P305","30","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004210","Programación de Computadores","8720","3","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004212","Programación en la Web","8721","1","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","Y","N","N","N","N"," 2:00:00.000000PM"," 5:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","015841","Proyecto Especial ISistemas","5618","1","Ordinaria","Proyecto","Sección Cancelada","Cerrado","","","","","","","","","","","","","","10","10","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","015841","Proyecto Especial ISistemas","5619","2","Ordinaria","Proyecto","Activo","Abierto","N","Y","N","N","N","N","N"," 6:00:00.000000PM"," 7:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","10","10","","3"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","015841","Proyecto Especial ISistemas","5619","2","Ordinaria","Proyecto","Activo","Abierto","N","Y","N","N","N","N","N"," 7:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","10","10","","3"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","015841","Proyecto Especial ISistemas","5619","2","Ordinaria","Proyecto","Activo","Abierto","N","Y","N","N","N","N","N"," 8:00:00.000000PM"," 9:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","10","10","","3"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","015841","Proyecto Especial ISistemas","5620","3","Ordinaria","Proyecto","Sección Cancelada","Cerrado","","","","","","","","","","","","","","10","10","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","005100","Pry. Social Univers. ISist","5615","1","Ordinaria","Trabajo Campo","Activo","Abierto","N","N","N","N","N","Y","N"," 1:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","20","20","","14"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","005100","Pry. Social Univers. ISist","5615","1","Ordinaria","Trabajo Campo","Activo","Abierto","N","N","Y","N","N","N","N"," 2:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","20","20","","14"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","005103","Práctica Profesional II ISist","5617","1","Ordinaria","Trabajo Campo","Activo","Abierto","N","N","N","N","Y","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","5","5","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","005103","Práctica Profesional II ISist","5617","1","Ordinaria","Trabajo Campo","Activo","Abierto","N","N","Y","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","5","5","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","005103","Práctica Profesional II ISist","5617","1","Ordinaria","Trabajo Campo","Activo","Abierto","Y","N","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","5","5","","1"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","005102","Práctica Profesional ISistemas","5616","1","Ordinaria","Salida de Campo","Activo","Abierto","N","N","N","N","Y","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","15","15","","7"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","005102","Práctica Profesional ISistemas","5616","1","Ordinaria","Salida de Campo","Activo","Abierto","N","N","Y","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","15","15","","7"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","005102","Práctica Profesional ISistemas","5616","1","Ordinaria","Salida de Campo","Activo","Abierto","Y","N","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","15","15","","7"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","015838","Seminario Metod. Investigación","5151","1","Ordinaria","Seminario","Activo","Abierto","N","N","N","Y","N","N","N"," 2:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","SC003-P301","50","35","21","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004085","Sistemas Operativos","8290","1","Ordinaria","Teórico","Activo","Abierto","N","N","N","Y","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","SC002-P001","36","48","16","","15"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004085","Sistemas Operativos","8291","2","Ordinaria","Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 5:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","48","16","","15"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004085","Sistemas Operativos","8308","3","Ordinaria","Teórico","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","SC002-P002","36","48","16","","10"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004085","Sistemas Operativos","8309","4","Ordinaria","Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 5:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","48","16","","10"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004082","Sistemas de Información","5155","1","Ordinaria","Teórico","Activo","Abierto","N","N","N","Y","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","PC002-S103","20","20","15","","13"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004082","Sistemas de Información","5155","1","Ordinaria","Teórico","Activo","Abierto","N","Y","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","SC067-P105","24","20","15","","13"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004082","Sistemas de Información","5156","2","Ordinaria","Teórico","Activo","Abierto","N","N","N","Y","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","SA067-P708","24","20","15","","12"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004082","Sistemas de Información","5156","2","Ordinaria","Teórico","Activo","Abierto","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","SC009-P111","31","20","15","","12"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004086","Tecnología Aplicad Información","5183","1","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","Y","N","N","N","11:00:00.000000AM"," 2:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004086","Tecnología Aplicad Información","5184","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 2:00:00.000000PM"," 5:00:00.000000PM","07/25/2011","12/03/2011","PC002-S108","20","20","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004086","Tecnología Aplicad Información","5185","3","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 2:00:00.000000PM"," 5:00:00.000000PM","07/25/2011","12/03/2011","PC002-S203","30","20","20","","17"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004086","Tecnología Aplicad Información","5186","4","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 2:00:00.000000PM"," 5:00:00.000000PM","07/25/2011","12/03/2011","PC002-S204","20","20","20","","17"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004086","Tecnología Aplicad Información","5187","5","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","20","20","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004086","Tecnología Aplicad Información","5188","6","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","N","Y","N"," 1:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","PC002-S101","20","20","20","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004086","Tecnología Aplicad Información","5189","7","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","20","20","","0"
